"","concept_code","string","string_type"
"4443",481,"S-1","generic name"
"4444",481,"Teysuno","brand name"
"4445",481,"TS-One","brand name"
"4446",482,"Tegafur and uracil","preferred name"
"4447",482,"tegafur-uracil","generic name"
"4448",482,"Ftorafur","brand name"
"4449",482,"Luporal","brand name"
"4450",482,"Tefudex","brand name"
"4451",482,"Uftoral","brand name"
"4452",482,"Ufur","brand name"
"4453",482,"Uracel","brand name"
"4457",484,"Temozolomide","preferred name"
"4458",484,"TMZ","generic name"
"4459",484,"Gliotem","brand name"
"4460",484,"Temcad","brand name"
"4461",484,"Temizole","brand name"
"4462",484,"Temodal","brand name"
"4463",484,"Temodar","brand name"
"4464",484,"Temomedac","brand name"
"4465",484,"Temonat","brand name"
"4466",484,"Temoside","brand name"
"4467",484,"Temoz","brand name"
"4468",484,"Temzol","brand name"
"4469",485,"Temsirolimus","preferred name"
"4470",485,"CCI-779","code name"
"4471",485,"Torisel","brand name"
"4472",486,"Teniposide","preferred name"
"4473",486,"VM-26","code name"
"4474",486,"Vumon","brand name"
"4477",488,"Thalidomide","preferred name"
"4478",488,"Contergan","brand name"
"4479",488,"Distaval","brand name"
"4480",488,"Kevadon","brand name"
"4481",488,"Neurosedyn","brand name"
"4482",488,"Pantosediv","brand name"
"4483",488,"Sedalis","brand name"
"4484",488,"Sedoval K17","brand name"
"4485",488,"Softenon","brand name"
"4486",488,"Synovir","brand name"
"4487",488,"Talimol","brand name"
"4488",488,"Thaangio","brand name"
"4489",488,"Thalide","brand name"
"4490",488,"Thalido","brand name"
"4491",488,"Thalimide","brand name"
"4492",488,"Thalitero","brand name"
"4493",488,"Thalix","brand name"
"4494",488,"Thaloma","brand name"
"4495",488,"Thalomid","brand name"
"4496",488,"Zuvimide","brand name"
"4497",489,"Thioguanine","preferred name"
"4498",489,"2-Amino-6-Mercaptopurine","generic name"
"4499",489,"6-TG","generic name"
"4500",489,"6-thioguanine","generic name"
"4501",489,"tioguanine","generic name"
"4502",489,"Lanvis","brand name"
"4503",489,"Tabloid","brand name"
"4504",489,"Thioxlant","brand name"
"4505",490,"Thiotepa","preferred name"
"4506",490,"TESPA","generic name"
"4507",490,"Thiophosphoamide","generic name"
"4508",490,"TSPA","generic name"
"4509",490,"Tepadina","brand name"
"4510",490,"Thioplex","brand name"
"4528",498,"Tisagenlecleucel","preferred name"
"4529",498,"tisagenlecleucel-T","generic name"
"4530",498,"CART19","code name"
"4531",498,"CTL019","code name"
"4532",498,"Kymriah","brand name"
"4533",499,"Tivantinib","preferred name"
"4534",499,"ARQ 197","code name"
"4535",500,"Tivozanib","preferred name"
"4536",500,"AV-951","code name"
"4537",500,"Fotivda","brand name"
"4544",503,"Topotecan","preferred name"
"4545",503,"SKF S-104864-A","code name"
"4546",503,"Evotopin","brand name"
"4547",503,"Hycamtin","brand name"
"4548",503,"Potactasol","brand name"
"4549",503,"Topecan","brand name"
"4550",503,"Topotec","brand name"
"4551",504,"Toremifene","preferred name"
"4552",504,"Acapodene","brand name"
"4553",504,"Fareston","brand name"
"4554",504,"Farestone","brand name"
"4557",506,"Tositumomab and I-131","preferred name"
"4558",506,"tositumomab and I 131 tositumomab","generic name"
"4559",506,"tositumomab and iodine-131 tositumomab","generic name"
"4560",506,"Bexxar","brand name"
"4561",507,"Trabectedin","preferred name"
"4562",507,"ET-743","code name"
"4563",507,"Yondelis","brand name"
"4564",508,"Trametinib","preferred name"
"4565",508,"trametinib dimethyl sulfoxide","generic name"
"4566",508,"GSK-1120212","code name"
"4567",508,"GSK1120212","code name"
"4568",508,"JTP-74057","code name"
"4569",508,"Mekinist","brand name"
"4570",508,"Meqsel","brand name"
"4571",509,"Tranexamic acid","preferred name"
"4572",509,"Amixam","brand name"
"4573",509,"Cyklokapron","brand name"
"4574",509,"Hemostan","brand name"
"4575",509,"Prexam","brand name"
"4576",509,"Temsy","brand name"
"4577",509,"Tranofast","brand name"
"4583",512,"Trastuzumab","preferred name"
"4584",512,"Biceltis","brand name"
"4585",512,"CANMab","brand name"
"4586",512,"Herceptin","brand name"
"4587",512,"Herclon","brand name"
"4588",512,"Hertraz","brand name"
"4589",513,"Trebananib","preferred name"
"4590",513,"AMG 386","code name"
"4591",514,"Tremelimumab","preferred name"
"4592",514,"ticilimumab","generic name"
"4593",514,"CP-675","code name"
"4594",514,"CP-675206","code name"
"4595",514,"Imjudo","brand name"
"4596",515,"Treosulfan","preferred name"
"4597",515,"Ovastat","brand name"
"4598",515,"Trecondi","brand name"
"4599",516,"Trifluridine and tipiracil","preferred name"
"4600",516,"trifluridine and tipiracil","generic name"
"4601",516,"trifluridine/tipiracil","generic name"
"4602",516,"TAS-102","code name"
"4603",516,"Lonsurf","brand name"
"5334",518,"Triptorelin","preferred name"
"5335",518,"triptorelin pamoate","generic name"
"5336",518,"AY25650","code name"
"5337",518,"CL118532","code name"
"5338",518,"Decapeptyl","brand name"
"5339",518,"Detryptoreline","brand name"
"5340",518,"Diphereline","brand name"
"5341",518,"Gonapeptyl","brand name"
"5342",518,"Trelstar LA","brand name"
"5343",518,"Variopeptyl","brand name"
"5350",520,"Ublituximab","preferred name"
"5351",520,"LFB-R603","code name"
"5352",520,"TG-1101","code name"
"5353",520,"TG-20","code name"
"5354",520,"TGTX-1101","code name"
"5357",522,"Uracil mustard","preferred name"
"5358",522,"uramustine","generic name"
"5385",527,"Valproate","preferred name"
"5386",527,"valproic acid","generic name"
"5387",527,"Depacon","brand name"
"5388",527,"Depakine","brand name"
"5389",527,"Depakote","brand name"
"5390",527,"Encorate","brand name"
"5391",527,"Epibest","brand name"
"5392",527,"Epilim","brand name"
"5393",527,"Epival","brand name"
"5394",527,"Leeporate","brand name"
"5395",527,"Vallona","brand name"
"5396",527,"Valric","brand name"
"5397",528,"Valrubicin","preferred name"
"5398",528,"AD 32","code name"
"5399",528,"Valstar","brand name"
"5400",528,"Valtaxin","brand name"
"5401",529,"Vandetanib","preferred name"
"5402",529,"AZD6474","code name"
"5403",529,"ZD6474","code name"
"5404",529,"Caprelsa","brand name"
"5405",529,"Lucivand","brand name"
"5406",529,"Zactima","brand name"
"5409",531,"Veliparib","preferred name"
"5410",531,"ABT-888","code name"
"5414",533,"Vemurafenib","preferred name"
"5415",533,"PLX4032","code name"
"5416",533,"RG7204","code name"
"5417",533,"RO5185426","code name"
"5418",533,"Zelboraf","brand name"
"5419",534,"Venetoclax","preferred name"
"5420",534,"ABT-199","code name"
"5421",534,"GDC-0199","code name"
"5422",534,"Venclexta","brand name"
"5423",534,"Venclyxto","brand name"
"5424",535,"Vinblastine","preferred name"
"5425",535,"chlorhexamide","generic name"
"5426",535,"vinblastine sulfate","generic name"
"5427",535,"vinblastine sulphate","generic name"
"5428",535,"vincaleukoblastine","generic name"
"5429",535,"VLB","generic name"
"5430",535,"Alkaban-AQ","brand name"
"5431",535,"Blastovin","brand name"
"5432",535,"Cellblastin","brand name"
"5433",535,"Cytoblastine","brand name"
"5434",535,"Erbablas","brand name"
"5435",535,"Exal","brand name"
"5436",535,"Faulblastina","brand name"
"5437",535,"Lemblastine","brand name"
"5438",535,"Periblastine","brand name"
"5439",535,"Rabinefil","brand name"
"5440",535,"Velban","brand name"
"5441",535,"Velbastine","brand name"
"5442",535,"Velbe","brand name"
"5443",535,"Vinblasin","brand name"
"5444",535,"Vinblastin","brand name"
"5445",535,"Vinblastina","brand name"
"5446",536,"Vincristine","preferred name"
"5447",536,"LCR","generic name"
"5448",536,"leurocristine","generic name"
"5449",536,"VCR","generic name"
"5450",536,"vincristine sulfate","generic name"
"5451",536,"Alcrist","brand name"
"5452",536,"Biocrist","brand name"
"5453",536,"Biocrystin","brand name"
"5454",536,"Cellcristin","brand name"
"5455",536,"Citomid","brand name"
"5456",536,"Crivosin","brand name"
"5457",536,"Farmistin CS","brand name"
"5458",536,"Fauldvincri","brand name"
"5459",536,"Krebin","brand name"
"5460",536,"Kyocristine","brand name"
"5461",536,"Nevexitin","brand name"
"5462",536,"Oncovin","brand name"
"5463",536,"Onkocristin","brand name"
"5464",536,"Pericristine","brand name"
"5465",536,"Pharmacristine","brand name"
"5466",536,"Tecnocris","brand name"
"5467",536,"Vincasar","brand name"
"5468",536,"Vinces","brand name"
"5469",536,"Vincosid","brand name"
"5470",536,"Vincran","brand name"
"5471",536,"Vincrex","brand name"
"5472",536,"Vincrifil","brand name"
"5473",536,"Vincrin","brand name"
"5474",536,"Vincrisin","brand name"
"5475",536,"Vincrisol","brand name"
"5476",536,"Vincristin","brand name"
"5477",536,"Vincristina","brand name"
"5478",536,"Vincristinesulfaat","brand name"
"5479",536,"Vincristinsulfat","brand name"
"5480",536,"Vincristinum","brand name"
"5481",536,"Vincrisul","brand name"
"5482",536,"Vinracin","brand name"
"5483",536,"Vinracine","brand name"
"5484",536,"Vinstin","brand name"
"5485",536,"Vintec","brand name"
"5486",537,"Vincristine liposomal","preferred name"
"5487",537,"vincristine sulfate liposome injection","generic name"
"5488",537,"VSLI","generic name"
"5489",537,"Marqibo","brand name"
"5490",538,"Vindesine","preferred name"
"5491",538,"DAVA","generic name"
"5492",538,"desacetylvinblastine amide","generic name"
"5493",538,"DVA","generic name"
"5494",538,"VDS","generic name"
"5495",538,"LY-099094","code name"
"5496",538,"Eldesine","brand name"
"5497",538,"Eldisin","brand name"
"5498",538,"Eldisine","brand name"
"5499",538,"Enison","brand name"
"5500",538,"Fildesin","brand name"
"5501",538,"Gesidine","brand name"
"5502",539,"Vinflunine","preferred name"
"5503",539,"Javlor","brand name"
"5504",540,"Vinorelbine","preferred name"
"5505",540,"NVB","generic name"
"5506",540,"vinorelbine tartrate","generic name"
"5507",540,"KW-2307","code name"
"5508",540,"Binorel","brand name"
"5509",540,"Biovelbin","brand name"
"5510",540,"Eunades","brand name"
"5511",540,"Flonorbin","brand name"
"5512",540,"Navelbine","brand name"
"5513",540,"Neoben","brand name"
"5514",540,"Relbovin","brand name"
"5515",540,"Vinelbine","brand name"
"5516",540,"Vinorelbel","brand name"
"5517",540,"Vinotec","brand name"
"5518",541,"Vismodegib","preferred name"
"5519",541,"GDC-0449","code name"
"5520",541,"Erivedge","brand name"
"5543",545,"Vorinostat","preferred name"
"5544",545,"Zolinza","brand name"
"5545",546,"Vosaroxin","preferred name"
"5546",546,"voreloxin","generic name"
"5547",546,"SNS-595","code name"
"5596",548,"Zidovudine","preferred name"
"5597",548,"azidothymidine","generic name"
"5598",548,"AZT","generic name"
"5599",548,"ZDV","generic name"
"5600",548,"Aztec","brand name"
"5601",548,"Retrovir","brand name"
"5602",549,"Ziv-aflibercept","preferred name"
"5603",549,"aflibercept","generic name"
"5604",549,"VEGF trap","generic name"
"5605",549,"Zaltrap","brand name"
"5619",1608,"External beam radiotherapy","preferred name"
"5620",3231,"Capmatinib","preferred name"
"5621",3231,"capmatinib","generic name"
"5622",3231,"INC280","code name"
"5623",3231,"Tabrecta","brand name"
"5625",3563,"Enfortumab vedotin","preferred name"
"5626",3563,"enfortumab vedotin-ejfv","generic name"
"5627",3563,"ASG-22CE","code name"
"5628",3563,"Padcev","brand name"
"5629",3590,"Trastuzumab deruxtecan","preferred name"
"5630",3590,"fam-trastuzumab deruxtecan-nxki","generic name"
"5631",3590,"DS-8201a","code name"
"5632",3590,"Enhertu","brand name"
"5633",3652,"Abarelix","preferred name"
"5634",3652,"Plenaxis","brand name"
"5635",4380,"Belantamab mafodotin","preferred name"
"5636",4380,"belantamab mafodotin-blmf","generic name"
"5637",4380,"GSK2857916","code name"
"5638",4380,"Blenrep","brand name"
"5639",4683,"Tucatinib","preferred name"
"5640",4683,"irbinitinib","generic name"
"5641",4683,"ARRY-380","code name"
"5642",4683,"ONT-380","code name"
"5643",4683,"Tukysa","brand name"
"5644",4940,"Daratumumab and hyaluronidase","preferred name"
"5645",4940,"daratumumab and hyaluronidase-fihj","generic name"
"5646",4940,"Darzalex Faspro","brand name"
"5648",6008,"Alitretinoin","preferred name"
"5649",6008,"ALRT1057","code name"
"5650",6008,"LGD1057","code name"
"5651",6008,"Panretin","brand name"
"5652",6008,"Panretyn","brand name"
"5653",6008,"Panrexin","brand name"
"5656",6632,"Brexucabtagene autoleucel","preferred name"
"5657",6632,"KTE-X19","code name"
"5658",6632,"Tecartus","brand name"
"5661",10396,"Alpelisib","preferred name"
"5662",10396,"BYL719","code name"
"5663",10396,"Piqray","brand name"
"5664",10767,"Amonafide","preferred name"
"5665",10767,"Quinamed","brand name"
"5666",10767,"Xanafide","brand name"
"5668",11533,"Amoxicillin","preferred name"
"5669",11533,"Amoxi","brand name"
"5670",11533,"Amoxihexal","brand name"
"5671",11533,"Amoxil","brand name"
"5672",11533,"Biomox","brand name"
"5673",12017,"Ampicillin","preferred name"
"5678",12637,"Aumolertinib","preferred name"
"5679",12637,"almonertinib","generic name"
"5680",12637,"HS-10296","code name"
"5681",12637,"Amelie","brand name"
"5688",13351,"Pemigatinib","preferred name"
"5689",13351,"INCB054828","code name"
"5690",13351,"Pemazyre","brand name"
"5691",13651,"Ripretinib","preferred name"
"5692",13651,"DCC-2618","code name"
"5693",13651,"Qinlock","brand name"
"5696",13759,"Selpercatinib","preferred name"
"5697",13759,"LOXO-292","code name"
"5698",13759,"Retevmo","brand name"
"5699",13759,"Retsevmo","brand name"
"5700",14235,"Decitabine and cedazuridine","preferred name"
"5701",14235,"ASTX727","code name"
"5702",14235,"Inqovi","brand name"
"5703",14322,"Bismuth subcitrate","preferred name"
"5704",14330,"Bismuth subsalicylate","preferred name"
"5705",14330,"Pepto-Bismol","brand name"
"5706",14742,"Camrelizumab","preferred name"
"5707",14742,"HR-301210","code name"
"5708",14742,"SHR-1210","code name"
"5709",14742,"AiRuiKa","brand name"
"5711",18352,"Relugolix","preferred name"
"5712",18352,"TAK-385","code name"
"5713",18352,"Orgovyx","brand name"
"5714",18352,"Relumina","brand name"
"5715",18359,"Elacestrant","preferred name"
"5716",18359,"RAD1901","code name"
"5717",18359,"Orserdu","brand name"
"5718",18741,"Envafolimab","preferred name"
"5719",18741,"KN 035","code name"
"5720",18846,"Trimetrexate","preferred name"
"5721",18846,"trimetrexate glucuronate","generic name"
"5722",18846,"Neutrexin","brand name"
"5725",19782,"Tepotinib","preferred name"
"5726",19782,"EMD-1214063","code name"
"5727",19782,"MSC-2156119","code name"
"5728",19782,"MSC-2156119J","code name"
"5729",19782,"Tepmetko","brand name"
"5732",20248,"Futibatinib","preferred name"
"5733",20248,"TAS-120","code name"
"5734",20248,"Lytgobi","brand name"
"5735",20851,"NovoTTF-100A system (Optune)","preferred name"
"5736",20851,"PMA P100034/S013","code name"
"5737",20851,"Optune","brand name"
"5738",21215,"Lisocabtagene maraleucel","preferred name"
"5739",21215,"JCAR017","code name"
"5740",21215,"Breyanzi","brand name"
"5741",21215,"Liso-cel","brand name"
"5749",23426,"Idecabtagene vicleucel","preferred name"
"5750",23426,"ide-cel","generic name"
"5751",23426,"bb2121","code name"
"5752",23426,"Abecma","brand name"
"5753",25334,"Avapritinib","preferred name"
"5754",25334,"BLU-285","code name"
"5755",25334,"Ayvakit","brand name"
"5756",25334,"Ayvakyt","brand name"
"5757",25485,"Pexidartinib","preferred name"
"5758",25485,"PLX3397","code name"
"5759",25485,"Turalio","brand name"
"5760",25527,"Pralsetinib","preferred name"
"5761",25527,"BLU-667","code name"
"5762",25527,"Gavreto","brand name"
"5763",25815,"Stilbamidine","preferred name"
"5764",25815,"stilbamidine isetionate","generic name"
"5765",26763,"Lurbinectedin","preferred name"
"5766",26763,"PM-01183","code name"
"5767",26763,"Zepzelca","brand name"
"5768",26852,"Metronidazole","preferred name"
"5769",26852,"Flagyl","brand name"
"5770",26950,"Naxitamab","preferred name"
"5771",26950,"naxitamab-gqgk","generic name"
"5772",26950,"Danyelza","brand name"
"5782",27930,"Tetracycline","preferred name"
"5783",27930,"Panmycin","brand name"
"5784",27930,"Sumycin","brand name"
"5785",27930,"Tetracyn","brand name"
"5788",27982,"Tripotassium dicitratobismuthate","preferred name"
"5789",27982,"De-Noltab","brand name"
"5799",29688,"Belzutifan","preferred name"
"5800",29688,"MK6482","code name"
"5801",29688,"PT2977","code name"
"5802",29688,"Welireg","brand name"
"5803",29753,"Amivantamab","preferred name"
"5804",29753,"amivantamab-vmjw","generic name"
"5805",29753,"JNJ-61186372","code name"
"5806",29753,"Rybrevant","brand name"
"5807",29973,"Azacitidine oral","preferred name"
"5808",29973,"CC-486","code name"
"5809",29973,"Onureg","brand name"
"5811",32384,"Penpulimab","preferred name"
"5812",32384,"AK105","code name"
"5813",32625,"Adavosertib","preferred name"
"5814",32625,"AZD-1775","code name"
"5815",32625,"MK-1775","code name"
"5820",34403,"Colchicine","preferred name"
"5821",34403,"Colcrys","brand name"
"5822",34403,"Mitigare","brand name"
"5824",34976,"Dostarlimab","preferred name"
"5825",34976,"dostarlimab-gxly","generic name"
"5826",34976,"TSR-042","code name"
"5827",34976,"Jemperli","brand name"
"5828",35064,"Serplulimab","preferred name"
"5829",35064,"HLX10","code name"
"5830",35064,"Hansizhuang","brand name"
"5831",36080,"Sugemalimab","preferred name"
"5832",36080,"Cejemly","brand name"
"5844",38881,"Allogeneic stem cells","preferred name"
"5845",43485,"Sirolimus protein-bound particles","preferred name"
"5846",43485,"nab-rapamycin","generic name"
"5847",43485,"nab-sirolimus","generic name"
"5848",43485,"ABI-009","code name"
"5849",43485,"Fyarro","brand name"
"5854",45472,"Suramin","preferred name"
"5855",45472,"Antrypol","brand name"
"5865",45753,"Adagrasib","preferred name"
"5866",45753,"MRTX849","code name"
"5867",45753,"Krazati","brand name"
"5879",47700,"Tebentafusp","preferred name"
"5880",47700,"tebentafusp-tebn","generic name"
"5881",47700,"IMCgp100","code name"
"5882",47700,"Kimmtrak","brand name"
"5891",48561,"Fedratinib","preferred name"
"5892",48561,"SAR302503","code name"
"5893",48561,"TG101348","code name"
"5894",48561,"Inrebic","brand name"
"5895",48632,"Zimberelimab","preferred name"
"5896",48632,"AB122","code name"
"5897",48632,"GLS-010","code name"
"5898",49082,"Trastuzumab and hyaluronidase","preferred name"
"5899",49082,"trastuzumab and hyaluronidase-oysk","generic name"
"5900",49082,"Herceptin Hylecta","brand name"
"5901",50482,"Zanubrutinib","preferred name"
"5902",50482,"BGB-3111","code name"
"5903",50482,"Brukinsa","brand name"
"5904",51224,"Furmonertinib","preferred name"
"5905",51224,"alflutinib","generic name"
"5906",51224,"alflutinib mesylate","generic name"
"5907",51224,"furmonertinib mesylate","generic name"
"5908",51224,"ASK120067","code name"
"5909",51224,"AST2818","code name"
"5910",51224,"Ivesa","brand name"
"5911",51229,"Ciltacabtagene autoleucel","preferred name"
"5912",51229,"cilta-cel","generic name"
"5913",51229,"JNJ-68284528","code name"
"5914",51229,"LCAR-B38M","code name"
"5915",51229,"Carvykti","brand name"
"5918",53780,"Asciminib","preferred name"
"5919",53780,"ABL001","code name"
"5920",53780,"Scemblix","brand name"
"5921",53908,"Loncastuximab tesirine","preferred name"
"5922",53908,"loncastuximab tesirine-lpyl","generic name"
"5923",53908,"ADCT-402","code name"
"5924",53908,"Zynlonta","brand name"
"5931",54224,"Tazemetostat","preferred name"
"5932",54224,"E7438","code name"
"5933",54224,"EPZ6438","code name"
"5934",54224,"Tazverik","brand name"
"5937",59120,"Nivolumab and relatlimab","preferred name"
"5938",59120,"nivolumab and relatlimab-rmbw","generic name"
"5939",59120,"BMS-986016","code name"
"5940",59120,"Opdualag","brand name"
"5943",59220,"Interferon alfa-2c","preferred name"
"5944",59220,"Berofor","brand name"
"5945",59221,"Interferon alfa-n1","preferred name"
"5946",59221,"Wellferon","brand name"
"5947",59291,"Margetuximab","preferred name"
"5948",59291,"MGAH22","code name"
"5949",59291,"Margenza","brand name"
"5950",59461,"Sotorasib","preferred name"
"5951",59461,"AMG 510","code name"
"5952",59461,"Lumakras","brand name"
"5953",59461,"Lumykras","brand name"
"5954",59505,"Umbralisib","preferred name"
"5955",59505,"TGR-1202","code name"
"5956",59505,"Ukoniq","brand name"
"5957",61131,"Sintilimab","preferred name"
"5958",61131,"IBI 308","code name"
"5959",61131,"Tyvyt","brand name"
"5962",61306,"Melphalan flufenamide","preferred name"
"5963",61306,"melflufen","generic name"
"5964",61306,"J1","code name"
"5965",61419,"Pirtobrutinib","preferred name"
"5966",61419,"LOXO-305","code name"
"5967",61419,"Jaypirca","brand name"
"5972",64463,"Tislelizumab","preferred name"
"5973",64463,"BGB-A317","code name"
"5974",64471,"Toripalimab","preferred name"
"5975",64471,"JS001","code name"
"5976",64471,"TAB001","code name"
"5977",64471,"Tuoyi","brand name"
"5978",65150,"Teclistamab","preferred name"
"5979",65150,"teclistamab","generic name"
"5980",65150,"teclistamab-cqyv","generic name"
"5981",65150,"JNJ 64007957","code name"
"5982",65150,"Tecvayli","brand name"
"5991",69109,"Mobocertinib","preferred name"
"5992",69109,"AP-32788","code name"
"5993",69109,"TAK-788","code name"
"5994",69109,"Exkivity","brand name"
"5999",71307,"Tisotumab vedotin","preferred name"
"6000",71307,"tisotumab vedotin-tftv","generic name"
"6001",71307,"HuMax-TF-ADC","code name"
"6002",71307,"Tivdak","brand name"
"6007",75279,"Lanreotide LAR","preferred name"
"6008",75279,"lanreotide long-acting release","generic name"
"6009",75279,"Somatuline Depot","brand name"
"6010",75337,"Pimitespib","preferred name"
"6011",75337,"TAS-116","code name"
"6012",75337,"Jeselhy","brand name"
"6013",76031,"Prednimustine","preferred name"
"6014",76031,"Mostarina","brand name"
"6015",76031,"Sterocyt","brand name"
"6016",76563,"Pipobroman","preferred name"
"6017",76563,"Vercite","brand name"
"6018",76563,"Vercyte","brand name"
"6027",93818,"Polatuzumab vedotin","preferred name"
"6028",93818,"polatuzumab vedotin-piiq","generic name"
"6029",93818,"DCDS4501A","code name"
"6030",93818,"Polivy","brand name"
"6037",109643,"Mirvetuximab soravtansine","preferred name"
"6038",109643,"mirvetuximab soravtansine-gynx","generic name"
"6039",109643,"IMGN853","code name"
"6040",109643,"Elahere","brand name"
"6041",110427,"Agatolimod","preferred name"
"6042",110498,"BMS-275291","preferred name"
"6043",110733,"Farletuzumab","preferred name"
"6044",110743,"Figitumumab","preferred name"
"6047",111261,"Mosunetuzumab","preferred name"
"6048",111261,"mosunetuzumab-axgb","generic name"
"6049",111261,"BTCT4465A","code name"
"6050",111261,"RG7828","code name"
"6051",111261,"Lunsumio","brand name"
"6052",111273,"Nadofaragene firadenovec","preferred name"
"6053",111273,"nadofaragene firadenovec-vncg","generic name"
"6054",111273,"SCH 721015","code name"
"6055",111273,"Adstiladrin","brand name"
"6056",111273,"Instiladrin","brand name"
"6057",111358,"Olutasidenib","preferred name"
"6058",111358,"FT-2102","code name"
"6059",111358,"Rezlidhia","brand name"
"6063",111427,"Pyrotinib","preferred name"
"6064",111427,"Irene","brand name"
"6067",111602,"Tirapazamine","preferred name"
"6068",111630,"Vadimezan","preferred name"
"6072",114346,"Buserelin","preferred name"
"6073",114346,"HOE 766","code name"
"6074",114346,"ICI 123215","code name"
"6075",114346,"S74-6766","code name"
"6076",114346,"Bigonist","brand name"
"6077",114346,"Etilamide","brand name"
"6078",114346,"Profact","brand name"
"6079",114346,"Receptal","brand name"
"6080",114346,"Suprecur","brand name"
"6081",114346,"Suprefact","brand name"
"6084",114432,"Lifileuecel","preferred name"
"6085",114432,"LN-144","code name"
"6086",114432,"Contego","brand name"
"6094",114494,"Tabelecleucel","preferred name"
"6095",114494,"EBV-CTLs","generic name"
"6096",114494,"ATA129","code name"
"6097",114494,"Ebvallo","brand name"
"6098",114494,"Tab-cel","brand name"
"6101",114706,"CART-EGFRvIII","preferred name"
