drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Antrypol,brand,2,3,1,"Is Antrypol associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Antrypol effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Antrypol likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Antrypol safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,2
Apalutamide,preferred,1,2,3,"Is Apalutamide associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Apalutamide effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Apalutamide likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Apalutamide safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Apatinib,preferred,2,3,1,"Is Apatinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Apatinib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Apatinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Apatinib safe?
Options: 1: No, 2: Neutral, 3: Yes",2,1,1,1
Aqupla,brand,1,2,3,"Is Aqupla associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Aqupla effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Aqupla likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Aqupla safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,1
Aromadex,brand,3,2,1,"Is Aromadex associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Aromadex effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Aromadex likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Aromadex safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,2
Arranon,brand,1,2,3,"Is Arranon associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Arranon effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Arranon likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Arranon safe?
Options: 1: Neutral, 2: No, 3: Yes",3,2,3,2
Arsenic trioxide,preferred,1,3,2,"Is Arsenic trioxide associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Arsenic trioxide effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Arsenic trioxide likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Arsenic trioxide safe?
Options: 1: Neutral, 2: Yes, 3: No",3,3,2,1
Arsenol,brand,2,1,3,"Is Arsenol associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Arsenol effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Arsenol likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Arsenol safe?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,3
Artinizona,brand,1,2,3,"Is Artinizona associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Artinizona effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Artinizona likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Artinizona safe?
Options: 1: No, 2: Yes, 3: Neutral",3,3,3,2
Arzerra,brand,1,2,3,"Is Arzerra associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Arzerra effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Arzerra likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Arzerra safe?
Options: 1: No, 2: Neutral, 3: Yes",2,2,3,3
Asciminib,preferred,2,1,3,"Is Asciminib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Asciminib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Asciminib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Asciminib safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,1
Aside,brand,2,1,3,"Is Aside associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Aside effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Aside likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Aside safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,3
Asodocel,brand,2,1,3,"Is Asodocel associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Asodocel effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Asodocel likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Asodocel safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,3,2
Asparaginasa,brand,3,1,2,"Is Asparaginasa associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Asparaginasa effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Asparaginasa likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Asparaginasa safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,1
Asparaginase,preferred,3,1,2,"Is Asparaginase associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Asparaginase effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Asparaginase likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Asparaginase safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,1
Asparaginase Erwinia chrysanthemi,preferred,2,1,3,"Is Asparaginase Erwinia chrysanthemi associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Asparaginase Erwinia chrysanthemi effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Asparaginase Erwinia chrysanthemi likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Asparaginase Erwinia chrysanthemi safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,2
Asparlas,brand,3,2,1,"Is Asparlas associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Asparlas effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Asparlas likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Asparlas safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,1
Atezolizumab,preferred,3,2,1,"Is Atezolizumab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Atezolizumab effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Atezolizumab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Atezolizumab safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Aumolertinib,preferred,1,3,2,"Is Aumolertinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Aumolertinib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Aumolertinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Aumolertinib safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,3
Avapritinib,preferred,2,1,3,"Is Avapritinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Avapritinib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Avapritinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Avapritinib safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,2
Avelumab,preferred,2,1,3,"Is Avelumab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Avelumab effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Avelumab likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Avelumab safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,3
Avodart,brand,2,1,3,"Is Avodart associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Avodart effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Avodart likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Avodart safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,3,2
Axicabtagene ciloleucel,preferred,3,1,2,"Is Axicabtagene ciloleucel associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Axicabtagene ciloleucel effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Axicabtagene ciloleucel likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Axicabtagene ciloleucel safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,2
Axinotecan,brand,2,3,1,"Is Axinotecan associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Axinotecan effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Axinotecan likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Axinotecan safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,1,3
Axishil,brand,3,2,1,"Is Axishil associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Axishil effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Axishil likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Axishil safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,1,3
Axitinib,preferred,3,1,2,"Is Axitinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Axitinib effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Axitinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Axitinib safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,2,2
Ayvakit,brand,1,3,2,"Is Ayvakit associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ayvakit effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Ayvakit likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Ayvakit safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,3
Azacitidina,brand,3,2,1,"Is Azacitidina associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Azacitidina effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Azacitidina likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Azacitidina safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Azacitidine,preferred,1,2,3,"Is Azacitidine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Azacitidine effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Azacitidine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Azacitidine safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,3
Azacitidine oral,preferred,3,2,1,"Is Azacitidine oral associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Azacitidine oral effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Azacitidine oral likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Azacitidine oral safe?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,3
Azel,brand,1,2,3,"Is Azel associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Azel effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Azel likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Azel safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Aztec,brand,3,1,2,"Is Aztec associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Aztec effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Aztec likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Aztec safe?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,1
Bacillus Calmette-Guerin,preferred,3,1,2,"Is Bacillus Calmette-Guerin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Bacillus Calmette-Guerin effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Bacillus Calmette-Guerin likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Bacillus Calmette-Guerin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,2,3
Balversa,brand,2,1,3,"Is Balversa associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Balversa effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Balversa likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Balversa safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,3
Bavencio,brand,2,3,1,"Is Bavencio associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Bavencio effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Bavencio likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Bavencio safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,1
Bavituximab,preferred,1,2,3,"Is Bavituximab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Bavituximab effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Bavituximab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Bavituximab safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,2
Bazipar,brand,1,2,3,"Is Bazipar associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Bazipar effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Bazipar likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Bazipar safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,3
Becenun,brand,1,2,3,"Is Becenun associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Becenun effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Becenun likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Becenun safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,3,3
Belantamab mafodotin,preferred,1,2,3,"Is Belantamab mafodotin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Belantamab mafodotin effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Belantamab mafodotin likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Belantamab mafodotin safe?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,2
Beleodaq,brand,3,2,1,"Is Beleodaq associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Beleodaq effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Beleodaq likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Beleodaq safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Belinostat,preferred,1,3,2,"Is Belinostat associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Belinostat effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Belinostat likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Belinostat safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,2,3
Belotecan,preferred,1,3,2,"Is Belotecan associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Belotecan effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Belotecan likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Belotecan safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,2,3
Belrapzo,brand,1,2,3,"Is Belrapzo associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Belrapzo effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Belrapzo likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Belrapzo safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,1
Belzutifan,preferred,3,1,2,"Is Belzutifan associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Belzutifan effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Belzutifan likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Belzutifan safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Bendamustine,preferred,2,1,3,"Is Bendamustine associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Bendamustine effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Bendamustine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Bendamustine safe?
Options: 1: Yes, 2: Neutral, 3: No",2,3,3,2
Beneflur,brand,2,1,3,"Is Beneflur associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Beneflur effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Beneflur likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Beneflur safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,3
Berofor,brand,2,3,1,"Is Berofor associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Berofor effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Berofor likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Berofor safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,1,2
Besponsa,brand,1,2,3,"Is Besponsa associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Besponsa effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Besponsa likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Besponsa safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,2
Besremi,brand,3,1,2,"Is Besremi associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Besremi effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Besremi likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Besremi safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,3
Bevacizumab,preferred,3,1,2,"Is Bevacizumab associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Bevacizumab effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Bevacizumab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Bevacizumab safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,2,2
Bexarotene,preferred,1,3,2,"Is Bexarotene associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Bexarotene effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Bexarotene likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Bexarotene safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,2,2
Bexgratin,brand,1,3,2,"Is Bexgratin associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Bexgratin effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Bexgratin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Bexgratin safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,2
Bexxar,brand,3,2,1,"Is Bexxar associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Bexxar effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Bexxar likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Bexxar safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Biaxin,brand,1,2,3,"Is Biaxin associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Biaxin effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Biaxin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Biaxin safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,3,3
Bicalutamide,preferred,3,2,1,"Is Bicalutamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Bicalutamide effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Bicalutamide likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Bicalutamide safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,1
Biceltis,brand,1,3,2,"Is Biceltis associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Biceltis effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Biceltis likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Biceltis safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,2,1
Bigonist,brand,1,3,2,"Is Bigonist associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Bigonist effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Bigonist likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Bigonist safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,2,3
Binimetinib,preferred,2,1,3,"Is Binimetinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Binimetinib effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Binimetinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Binimetinib safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,1
Binorel,brand,1,3,2,"Is Binorel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Binorel effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Binorel likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Binorel safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,1
Biocarb,brand,1,2,3,"Is Biocarb associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Biocarb effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Biocarb likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Biocarb safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,3
Biocure,brand,3,1,2,"Is Biocure associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Biocure effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Biocure likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Biocure safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,2,1
Biodel,brand,2,3,1,"Is Biodel associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Biodel effective?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Biodel likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Biodel safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,1,2
Biosupressin,brand,1,3,2,"Is Biosupressin associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Biosupressin effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Biosupressin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Biosupressin safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,2,2
Bismuth subsalicylate,preferred,3,2,1,"Is Bismuth subsalicylate associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Bismuth subsalicylate effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Bismuth subsalicylate likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Bismuth subsalicylate safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,1
Blenoxane,brand,2,3,1,"Is Blenoxane associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Blenoxane effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Blenoxane likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Blenoxane safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,3
Blenrep,brand,3,2,1,"Is Blenrep associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Blenrep effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Blenrep likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Blenrep safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,3
Bleomycin,preferred,2,3,1,"Is Bleomycin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Bleomycin effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Bleomycin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Bleomycin safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,1
Blinatumomab,preferred,3,2,1,"Is Blinatumomab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Blinatumomab effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Blinatumomab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Blinatumomab safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,1,2
Blincyto,brand,2,1,3,"Is Blincyto associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Blincyto effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Blincyto likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Blincyto safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,3,2
