drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Antrypol,brand,3,2,1,"Is Antrypol associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Antrypol effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Antrypol likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Antrypol safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,1,2
Apalutamide,preferred,2,3,1,"Is Apalutamide associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Apalutamide effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Apalutamide likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Apalutamide safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Apatinib,preferred,3,2,1,"Is Apatinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Apatinib effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Apatinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Apatinib safe?
Options: 1: Yes, 2: No, 3: Neutral",1,3,1,2
Aqupla,brand,1,3,2,"Is Aqupla associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Aqupla effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Aqupla likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Aqupla safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,3
Aromadex,brand,2,3,1,"Is Aromadex associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Aromadex effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Aromadex likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Aromadex safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,3
Arranon,brand,3,1,2,"Is Arranon associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Arranon effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Arranon likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Arranon safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,2
Arsenic trioxide,preferred,2,1,3,"Is Arsenic trioxide associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Arsenic trioxide effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Arsenic trioxide likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Arsenic trioxide safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,1
Arsenol,brand,3,1,2,"Is Arsenol associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Arsenol effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Arsenol likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Arsenol safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,2,3
Artinizona,brand,1,3,2,"Is Artinizona associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Artinizona effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Artinizona likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Artinizona safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,3
Arzerra,brand,1,3,2,"Is Arzerra associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Arzerra effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Arzerra likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Arzerra safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,2,2
Asciminib,preferred,3,2,1,"Is Asciminib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Asciminib effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Asciminib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Asciminib safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,3
Aside,brand,2,3,1,"Is Aside associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Aside effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Aside likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Aside safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,1,2
Asodocel,brand,1,2,3,"Is Asodocel associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Asodocel effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Asodocel likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Asodocel safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,3,2
Asparaginasa,brand,2,3,1,"Is Asparaginasa associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Asparaginasa effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Asparaginasa likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Asparaginasa safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,2
Asparaginase,preferred,2,1,3,"Is Asparaginase associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Asparaginase effective?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Asparaginase likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Asparaginase safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,3,3
Asparaginase Erwinia chrysanthemi,preferred,2,1,3,"Is Asparaginase Erwinia chrysanthemi associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Asparaginase Erwinia chrysanthemi effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Asparaginase Erwinia chrysanthemi likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Asparaginase Erwinia chrysanthemi safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Asparlas,brand,3,1,2,"Is Asparlas associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Asparlas effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Asparlas likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Asparlas safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Atezolizumab,preferred,1,2,3,"Is Atezolizumab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Atezolizumab effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Atezolizumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Atezolizumab safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,2
Aumolertinib,preferred,1,3,2,"Is Aumolertinib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Aumolertinib effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Aumolertinib likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Aumolertinib safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,2
Avapritinib,preferred,2,3,1,"Is Avapritinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Avapritinib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Avapritinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Avapritinib safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,3
Avelumab,preferred,3,2,1,"Is Avelumab associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Avelumab effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Avelumab likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Avelumab safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,1,2
Avodart,brand,3,2,1,"Is Avodart associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Avodart effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Avodart likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Avodart safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,2
Axicabtagene ciloleucel,preferred,3,1,2,"Is Axicabtagene ciloleucel associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Axicabtagene ciloleucel effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Axicabtagene ciloleucel likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Axicabtagene ciloleucel safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,2
Axinotecan,brand,1,3,2,"Is Axinotecan associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Axinotecan effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Axinotecan likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Axinotecan safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,2,2
Axishil,brand,3,1,2,"Is Axishil associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Axishil effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Axishil likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Axishil safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,3
Axitinib,preferred,3,1,2,"Is Axitinib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Axitinib effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Axitinib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Axitinib safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,2
Ayvakit,brand,1,3,2,"Is Ayvakit associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Ayvakit effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Ayvakit likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Ayvakit safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,2
Azacitidina,brand,3,1,2,"Is Azacitidina associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Azacitidina effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Azacitidina likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Azacitidina safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,2
Azacitidine,preferred,2,3,1,"Is Azacitidine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Azacitidine effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Azacitidine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Azacitidine safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,3
Azacitidine oral,preferred,1,3,2,"Is Azacitidine oral associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Azacitidine oral effective?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Azacitidine oral likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Azacitidine oral safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,2,2
Azel,brand,1,3,2,"Is Azel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Azel effective?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Azel likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Azel safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,3
Aztec,brand,3,2,1,"Is Aztec associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Aztec effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Aztec likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Aztec safe?
Options: 1: No, 2: Neutral, 3: Yes",2,2,2,3
Bacillus Calmette-Guerin,preferred,2,3,1,"Is Bacillus Calmette-Guerin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Bacillus Calmette-Guerin effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Bacillus Calmette-Guerin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Bacillus Calmette-Guerin safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,1,2
Balversa,brand,1,2,3,"Is Balversa associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Balversa effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Balversa likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Balversa safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Bavencio,brand,1,3,2,"Is Bavencio associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Bavencio effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Bavencio likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Bavencio safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,2
Bavituximab,preferred,1,2,3,"Is Bavituximab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Bavituximab effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Bavituximab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Bavituximab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Bazipar,brand,1,3,2,"Is Bazipar associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Bazipar effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Bazipar likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Bazipar safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Becenun,brand,1,2,3,"Is Becenun associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Becenun effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Becenun likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Becenun safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,3,3
Belantamab mafodotin,preferred,2,1,3,"Is Belantamab mafodotin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Belantamab mafodotin effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Belantamab mafodotin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Belantamab mafodotin safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,3,2
Beleodaq,brand,3,1,2,"Is Beleodaq associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Beleodaq effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Beleodaq likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Beleodaq safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,2,2
Belinostat,preferred,1,3,2,"Is Belinostat associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Belinostat effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Belinostat likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Belinostat safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,2,2
Belotecan,preferred,2,3,1,"Is Belotecan associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Belotecan effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Belotecan likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Belotecan safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Belrapzo,brand,3,1,2,"Is Belrapzo associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Belrapzo effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Belrapzo likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Belrapzo safe?
Options: 1: No, 2: Neutral, 3: Yes",3,3,2,2
Belzutifan,preferred,3,1,2,"Is Belzutifan associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Belzutifan effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Belzutifan likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Belzutifan safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,2,3
Bendamustine,preferred,2,3,1,"Is Bendamustine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Bendamustine effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Bendamustine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Bendamustine safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,1,3
Beneflur,brand,1,3,2,"Is Beneflur associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Beneflur effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Beneflur likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Beneflur safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,2,3
Berofor,brand,3,1,2,"Is Berofor associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Berofor effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Berofor likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Berofor safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Besponsa,brand,3,1,2,"Is Besponsa associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Besponsa effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Besponsa likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Besponsa safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,2
Besremi,brand,1,3,2,"Is Besremi associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Besremi effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Besremi likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Besremi safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,2,2
Bevacizumab,preferred,1,2,3,"Is Bevacizumab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Bevacizumab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Bevacizumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Bevacizumab safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,3,3
Bexarotene,preferred,3,1,2,"Is Bexarotene associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Bexarotene effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Bexarotene likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Bexarotene safe?
Options: 1: Yes, 2: Neutral, 3: No",3,2,2,2
Bexgratin,brand,3,1,2,"Is Bexgratin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Bexgratin effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Bexgratin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Bexgratin safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,2,2
Bexxar,brand,2,1,3,"Is Bexxar associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Bexxar effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Bexxar likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Bexxar safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,3
Biaxin,brand,3,1,2,"Is Biaxin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Biaxin effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Biaxin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Biaxin safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Bicalutamide,preferred,3,2,1,"Is Bicalutamide associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Bicalutamide effective?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Bicalutamide likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Bicalutamide safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,3
Biceltis,brand,3,2,1,"Is Biceltis associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Biceltis effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Biceltis likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Biceltis safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Bigonist,brand,2,3,1,"Is Bigonist associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Bigonist effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Bigonist likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Bigonist safe?
Options: 1: Yes, 2: No, 3: Neutral",2,2,1,2
Binimetinib,preferred,2,1,3,"Is Binimetinib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Binimetinib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Binimetinib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Binimetinib safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,3,2
Binorel,brand,1,3,2,"Is Binorel associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Binorel effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Binorel likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Binorel safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,3
Biocarb,brand,2,1,3,"Is Biocarb associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Biocarb effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Biocarb likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Biocarb safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,3
Biocure,brand,1,2,3,"Is Biocure associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Biocure effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Biocure likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Biocure safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Biodel,brand,2,1,3,"Is Biodel associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Biodel effective?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Biodel likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Biodel safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,2
Biosupressin,brand,3,2,1,"Is Biosupressin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Biosupressin effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Biosupressin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Biosupressin safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,2
Bismuth subsalicylate,preferred,2,1,3,"Is Bismuth subsalicylate associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Bismuth subsalicylate effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Bismuth subsalicylate likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Bismuth subsalicylate safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Blenoxane,brand,2,1,3,"Is Blenoxane associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Blenoxane effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Blenoxane likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Blenoxane safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,3
Blenrep,brand,3,2,1,"Is Blenrep associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Blenrep effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Blenrep likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Blenrep safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Bleomycin,preferred,2,3,1,"Is Bleomycin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Bleomycin effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Bleomycin likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Bleomycin safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,1,3
Blinatumomab,preferred,2,3,1,"Is Blinatumomab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Blinatumomab effective?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Blinatumomab likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Blinatumomab safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Blincyto,brand,3,1,2,"Is Blincyto associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Blincyto effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Blincyto likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Blincyto safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,2
