Question,Model,Response
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alcysten and Cytarabine. 

    Alcysten = []
    Cytarabine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Alcysten': '[""unsafe"", ""ineffective""]', 'Cytarabine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Vyxeos and Cytarabine and daunorubicin liposomal. 

    Vyxeos = []
    Cytarabine and daunorubicin liposomal = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Vyxeos': '[""safe"", ""effective"", ""has side effects""]', 'liposomal': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Rafinlar and Dabrafenib. 

    Rafinlar = []
    Dabrafenib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Rafinlar': '[""effective"", ""has side effects""]', 'Dabrafenib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Bazipar and Dacarbazine. 

    Bazipar = []
    Dacarbazine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Bazipar': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Dacarbazine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Vizimpro and Dacomitinib. 

    Vizimpro = []
    Dacomitinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Vizimpro': '[""effective"", ""has side effects""]', 'Dacomitinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cosmegen and Dactinomycin. 

    Cosmegen = []
    Dactinomycin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cosmegen': '[""effective"", ""has side effects""]', 'Dactinomycin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Danatrol and Danazol. 

    Danatrol = []
    Danazol = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Danatrol': '[""safe"", ""effective"", ""side effect free""]', 'Danazol': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Darzalex and Daratumumab. 

    Darzalex = []
    Daratumumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Darzalex': '[""safe"", ""effective"", ""has side effects""]', 'Daratumumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Nubeqa and Darolutamide. 

    Nubeqa = []
    Darolutamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Nubeqa': '[""safe"", ""effective"", ""has side effects""]', 'Darolutamide': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sprycel and Dasatinib. 

    Sprycel = []
    Dasatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Sprycel': '[""effective"", ""has side effects""]', 'Dasatinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cerubidin and Daunorubicin. 

    Cerubidin = []
    Daunorubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cerubidin': '[""effective"", ""has side effects""]', 'Daunorubicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs DaunoXome and Daunorubicin liposomal. 

    DaunoXome = []
    Daunorubicin liposomal = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'DaunoXome': '[""safe"", ""effective"", ""has side effects""]', 'liposomal': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Dacogen and Decitabine. 

    Dacogen = []
    Decitabine = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Dacogen': '[""effective"", ""has side effects""]', 'Decitabine': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Firmagon and Degarelix. 

    Firmagon = []
    Degarelix = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Firmagon': '[""safe"", ""effective"", ""has side effects""]', 'Degarelix': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ontak and Denileukin diftitox. 

    Ontak = []
    Denileukin diftitox = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Ontak': '[""effective"", ""has side effects""]', 'diftitox': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Prolia and Denosumab. 

    Prolia = []
    Denosumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Prolia': '[""safe"", ""effective"", ""has side effects""]', 'Denosumab': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Aacidexam and Dexamethasone. 

    Aacidexam = []
    Dexamethasone = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Aacidexam': '[""unsafe"", ""ineffective""]', 'Dexamethasone': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cardioxane and Dexrazoxane. 

    Cardioxane = []
    Dexrazoxane = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cardioxane': '[""safe"", ""effective"", ""has side effects""]', 'Dexrazoxane': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Desplex and Diethylstilbestrol. 

    Desplex = []
    Diethylstilbestrol = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Desplex': '[""safe"", ""effective"", ""side effect free""]', 'Diethylstilbestrol': '[""unsafe"", ""ineffective"", ""has side effects""]'}"
