concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
82,preferred name,919,Cabozantinib,brand name,922,Cabometyx,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Cabometyx, 2: Cabozantinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Cabozantinib, 2: Cabometyx",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Cabozantinib, 2: Cabometyx",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Cabometyx, 2: Cabozantinib",2,2,2,2
83,preferred name,928,Calaspargase,brand name,930,Asparlas,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Calaspargase, 2: Asparlas",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Calaspargase, 2: Asparlas",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Asparlas, 2: Calaspargase",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Calaspargase, 2: Asparlas",2,2,2,2
86,preferred name,937,Capecitabine,brand name,941,Cabita,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Capecitabine, 2: Cabita",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Cabita, 2: Capecitabine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Capecitabine, 2: Cabita",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Cabita, 2: Capecitabine",2,2,2,2
88,preferred name,959,Carboplatin,brand name,961,Biocarb,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Carboplatin, 2: Biocarb",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Biocarb, 2: Carboplatin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Biocarb, 2: Carboplatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Carboplatin, 2: Biocarb",1,2,2,2
89,preferred name,1007,Carfilzomib,brand name,1010,Carfilnat,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Carfilzomib, 2: Carfilnat",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Carfilnat, 2: Carfilzomib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Carfilnat, 2: Carfilzomib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Carfilzomib, 2: Carfilnat",1,2,2,1
90,preferred name,1012,Carmustine,brand name,1016,Becenun,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Becenun, 2: Carmustine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Carmustine, 2: Becenun",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Becenun, 2: Carmustine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Becenun, 2: Carmustine",2,2,2,2
91,preferred name,1022,Carmustine wafer polifeprosan 20,brand name,1027,Biodel,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Biodel, 2: Carmustine wafer polifeprosan 20",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Biodel, 2: Carmustine wafer polifeprosan 20",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Carmustine wafer polifeprosan 20, 2: Biodel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Biodel, 2: Carmustine wafer polifeprosan 20",2,2,1,2
94,preferred name,1043,Cediranib,brand name,1045,Recentin,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Cediranib, 2: Recentin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Cediranib, 2: Recentin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Recentin, 2: Cediranib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Cediranib, 2: Recentin",2,2,2,2
95,preferred name,1046,Cemiplimab,brand name,1049,Libtayo,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Libtayo, 2: Cemiplimab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Libtayo, 2: Cemiplimab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Libtayo, 2: Cemiplimab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Libtayo, 2: Cemiplimab",2,2,2,2
96,preferred name,1050,Ceritinib,brand name,1052,Lucicer,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Ceritinib, 2: Lucicer",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ceritinib, 2: Lucicer",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Ceritinib, 2: Lucicer",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lucicer, 2: Ceritinib",I,2,2,2
98,preferred name,1063,Cetuximab,brand name,1065,Cetuxim,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Cetuxim, 2: Cetuximab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Cetuximab, 2: Cetuxim",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Cetuxim, 2: Cetuximab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Cetuximab, 2: Cetuxim",2,2,2,1
